songID,SongDetail,artistName,debuteDate,lyricContent,Source,Genre,Category,,genre,C
66,no matter what shape your stomachs in,the tbones,1966,NA,NA,Jazz,Gypsy jazz,,2185,
67,just like me,paul revere  the raiders,1966,its just like me to say to you love me do and ill be true and what id like for you to say is youll come home to me each day hiku be my girl thats what i want just you sweet thing and not a thing its just like me to feel so good and fall so much in love with you its just like me its just like me im acting the fool thats how ill be but its just like you to say goodbye and leave me all alone at night waaa its just like me to say to you love me do and ill be true and what id like for you to say is that youll love me here each day its just like me its just like me im acting the fool thats how ill be but its just like you to say goodbye and leave me all alone at night waaa its just like me its just like me,3,Jazz,Gypsy jazz,,2186,
68,love makes the world go round,deon jackson,1966, you know love makes the world go round and love baby makes the seesaws go up and down and it makes trees grow tall and the most important thing of all it makes a boy and girl oh say they feel so fine now feel so finewithout love flowers wouldnt grow in the spring and without spring yeah the birdies just couldnt sing everybody needs love 1 and 2 just to watch the twinkling stars above it makes a boy and girl 1 yeah 2 oh say they feel so fine now feel so fineoh love makes you cry now that goes for billy sherry bobby and marsha and baby you and i oh i can prove to you that these facts of love are so true it makes a boy and girl yeah say they feel so fine now feel so finelove love sweet love love is so good child ooh its so fine ooh ,1,Jazz,Gypsy jazz,,2187,
69,the pied piper,crispian st peters,1966,you with your masquerading and you always contemplating what to do in case heaven has found you cant you see that its all around you so follow me one two hey come on babe follow me im the pied piper follow me im the pied piper and ill show you where its at come on babe cant you see im the pied piper trust in me im the pied piper and ill show you where its at girl dont be scared to move hey babe what are you tryin to prove it aint true that your life has kicked you its your mind and thats all thats trickin you so step in line come on babe follow me come on babe trust in me come on babe cant you see come on babe follow me im the pied piper,3,Jazz,Gypsy jazz,,2188,
70,coming on strong,brenda lee,1966, coming on strong coming on strong i can feel the heartaches coming on strongi can feel the teardrops the pain and sorrow ever since youve been gone theyve been coming on strongpain come on in hello sorrow i see youre back again teardrops glad you dropped by cause you can help drown my prideand since youre here the time seems to fly to let you know youre gonna be with me till i lose my mindbut youve been gone much too long and i can feel the heartaches coming on strongonly thing you left me was misery for company and memories of a love gone wrong that keep coming on strongcoming on strong coming on strong coming on strong coming on strong coming on strong ,1,Jazz,Gypsy jazz,,2189,
71,somewhere my love,ray conniff singers,1966,somewhere my love there will be songs to sing although the snow covers the hope of spring somewhere a hill blossoms in green and gold and there are dreams all that your heart can hold someday well meet again my love someday whenever the spring breaks through youll come to me out of the long ago warm as the wind soft as the kiss of snow till then my sweet think of me now and then god speed my love till you are mine again lara my own think of me now and then god speed my love till you are mine again mine again,3,Jazz,Gypsy jazz,,2190,
72,almost persuaded,david houston,1966, last night all alone in a barroom met a girl with a drink in her hand she had ruby red lips coal black hair and eyes that would tempt any manthen she came and sat down at my table and as she placed her soft hands in mine i found myself wanting to kiss her for temptation was flowing like wineand i was almost persuaded to strip myself of my pride almost persuaded to push my conscience asidethen we danced and she whispered i need you take me away from here and be my man then ive looked into her eyes and i saw it the reflection of my wedding band ,1,Jazz,Gypsy jazz,,2191,
73,if i were a carpenter,bobby darin,1966, if i were a carpenter and you were a lady would you marry me anyway would you have my babyif a tinker were my trade would you still find me carryin the pots i made followin behind mesave my love through loneliness save my love for sorrow im given you my oneliness come give your tomorrowif i were a miller at a mill wheel grinding would you miss your color box and your soft shoe shiningif i worked my hands in wood would you still love me answer me babe yes i would ill put you above meif i were a carpenter and you were a lady would you marry me anyway would you have my baby would you marry anyway would you have my baby ,1,Jazz,Gypsy jazz,,2192,
74,dont mess with bill,the marvelettes,1966, dont mess with bill dont mess with bill dont mess with bill dont mess with billnow i know hes the guy who put tears in my eyes a thousand times or more oh but evrytime he would apologize i loved him more than beforehear what i say girls keep away uh huh dont mess with bill no no no no dont mess with billleave my billy alone dont mess with bill get a guy of your own dont mess with billnow theres johnny theres joe and theres frank and jim just to name a few now bills got me and ive got him im sure theres one for youhear what i say girls keep away uh huh dont mess with bill no no no no dont mess with billhe is mine all mine dont mess with bill ill say it one more time dont mess with billthough i tell myself he wants no one else cause he keeps coming back to me now im in no position to want competition i want to be sure as can behear what i say girls keep away uh huh dont mess with bill no no no no dont mess with billleave my billy alone dont mess with bill get a guy of your own dont mess with billcause he is mine all mine dont mess with bill ill say it one more time dont mess with bill ,1,Jazz,Gypsy jazz,,2193,
75,cherry cherry,neil diamond,1966, baby loves me yes yes she does ah the girls outta sight yeah says she loves me yes yes she does gonna show me tonight yeah she got the way to move me cherry she got the way to groove me she got the way to move me cherry baby she got the way to groove metell your mamma girl i cant stay long we got things we gotta catch up on mm you know you know what im sayin cant stand still while the music is playinalrightaint got no right no no you dont ah to be so exciting wont need bright lights no no we wont gonna make our own lightingshe got the way to move me cherry she got the way to groove me cherry baby she got the way to move me she got the way to groove meno we wont tell a soul where we gone to girl we do whatever we want to ah i love the way that you do me cherry babe you really get to meshe got the way to move me cherry she got the way to groove me cherry baby she got the way to move me she got the way to groove me cherry she got the way to move me ,1,Jazz,Gypsy jazz,,2194,
76,working in the coal mine,lee dorsey,1966,working in the coal mine going down down down working in the coal mine whoop i wanna sit down working in the coal mine going down down down working in the coal mine whoop i wanna sit down five oclock in the morning im already up and gone lord im so tired how long can this go on working in the coal mine going down down down working in the coal mine whoop i wanna sit down working in the coal mine going down down down working in the coal mine whoop i wanna sit down cause i work every morning hauling coal by the ton but when saturday rolls around im too tired to have any fun working in the coal mine going down down down working in the coal mine whoop i wanna sit down working in the coal mine going down down down working in the coal mine whoop i wanna sit down lord im so tired how long can this go on working in the coal mine going down down down working in the coal mine whoop i wanna sit down working in the coal mine going down down down working in the coal mine whoop i wanna sit down five oclock in the morning im already up and gone lord im so tired how long can this go on working in the coal mine going down down down working in the coal mine whoop i wanna sit down working in the coal mine going down down down working in the coal mine whoop i wanna sit down cause i work every morning hauling coal by the ton but when saturday rolls around im too tired to have any fun working in the coal mine going down down down working in the coal mine whoop i wanna sit down working in the coal mine going down down down working in the coal mine whoop i wanna sit down lord im so tired how long can this go on,3,Jazz,Gypsy jazz,,2195,
77,message to michael,dionne warwick,1966, spread your wings for new orleans kentucky bluebird fly awayand take a message to michael message to michael he sings each night in some cafe in his search to find wealth and fame i hear michael has gone and changed his nameits a year since he was here kentucky bluebird fly awayand take a message to michael message to michael tell him i miss him more each day as his train pulled out down the track michael promised hed soon be coming backoh tell him how my heart just breaks in two since he journeyed far and even though his dreams of fame fell through to me he will always be a starspread your wings for new orleans kentucky bluebird fly awayand take a message to michael message to michael ask him to start for home today when you find him please let him know rich or poor i will always love him sofly away kentucky bluebird fly away kentucky bluebird fly away fly away fly away fly away ,1,Jazz,Gypsy jazz,,2196,
78,love is a hurtin thing,lou rawls,1966,  ,1,Jazz,Gypsy jazz,,2197,
79,barbara ann,the beach boys,1966,ba ba ba ba barbara ann ba ba ba ba barbara ann ba ba ba ba barbara ann youve got me rockin and arollin rockin and areelin barbara ann went to a dance looking for romance saw barbara ann so i thought id take a chance barbara ann take my hand youve got me rockin and arollin rockin and a reelin barbara ann tried betty sue tried betty lou tried mary sue but i knew it wouldnt do barbara ann take my hand youve got me rockin and arolling rockin and areeling barbara ann,3,Jazz,Gypsy jazz,,2198,
80,gloria,shadows of knight,1966,  ,1,Jazz,Gypsy jazz,,2199,
81,my world is empty without you,the supremes,1966, my world is empty without you babe my world is empty without you babe and as i go my way alone i find it hard for me to carry on i need your strength i need your tender touch i need the love my dear i miss so muchmy world is empty without you babe my world is empty without you babe from this old world i try to hide my face but from this loneliness theres no hiding place inside this cold and empty house i dwell in darkness with memories i know so welli need your love more than before i can hardly carry on anymore my world is empty without you babe without you babe without you babe my mind and soul have felt like this since love between us no more exist and each time that darkness falls if finds me alone with these four wallsmy world is empty without you babe without you babe without you babe without you babe without you babe without you babe without you babe without you babe ,1,Jazz,Soul jazz,,2200,
82,rainy day women 12  35,bob dylan,1966,well theyll stone you when youre trying to be so good theyll stone you just alike they said they would theyll stone you when youre tryin to go home then theyll stone you when youre there all alone but i would not feel so all alone everybody must get stoned well theyll stone you when youre walkin long the streets theyll stone you when youre tryin to keep your seat theyll stone you when youre walkin on the floor theyll stone you when youre walkin to the door but i would not feel so all alone everybody must get stoned theyll stone you when youre at the breakfast table theyll stone you when you are young and able theyll stone you when youre tryin to make a buck theyll stone you and then theyll say good luck hey but i would not feel so all alone everybody must get stoned well theyll stone you and say that its the end then theyll stone you and then theyll come back again theyll stone you when youre riding in your car theyll stone you when youre playing your guitar yes but i would not feel so all alone everybody must get stoned alright well theyll stone you when you walk all alone theyll stone you when you are walkin home theyll stone you and then say you are brave theyll stone you when you are set down in your grave but i would not feel so all alone everybody must get stoned,3,Jazz,Soul jazz,,2201,
83,guantanamera,the sandpipers,1966, guantanamera guajira guantanamera guantanamera guajira guantanamera yo soy un hombre sincero de don de crece la palma yo soy un hombre sincero de don de crece la palma antes des morirme quiero echar mis versos del alma guantanamera guajira guantanamera guantanamera guajira guantanamerami verso es de un verde claro y de un carm蘝n encendido mi verso es de un verde claro y de un carm蘝n encendido mi verso es un querido cielo que busca en el monte amparoguantanamera guajira guantanamera guantanamera guajira guantanamera ,1,Jazz,Soul jazz,,2202,
84,land of 1000 dances,wilson pickett,1966, 123 123 ow uh alright uhgot to know how to pony like bony maronie mash potato do the alligator put your hand on your hips yeah let your backbone slip do the watusi like my little lucy hey uhna nananana nananananananana nananana i need somebody to help me say it one time na nananana nananananananana nananana wowwow uh you know i feel alright huh i feel pretty good yall uh huhna nananana nananananananana nananana come on yall lets say it one more time na nananana nananananananana nananana oowplaying it is a habit with long tall sally twistin with lucy doin the watusi roll over on your back i like it like that do that jerk uh watch me work yall ow do it wow do it just watch me do itaah help me aah help me aah help me aah help me ,1,Jazz,Soul jazz,,2203,
85,oh how happy,the shades of blue,1966,oh how happy you have made me oh how happy you have made me i have kissed your lips a thousand times and more times than i can count i have called you mine you have stood by me in my darkest hour oh how happy you have made me oh how happy you have made me oh how happy you have made me oh how happy you have made me in our years together we have had stormy weather but our love has been so strong that somehow weve carried on oh how happy you have made me oh how happy you have made me girl you brought joy to my delight and all that was wrong you have made it right and i love i love i love you oh how happy you have made me oh how happy you have made me oh how happy oh how happy oh how happy oh how happy oh how happy you you have made me you have made me you have made me you have made me you have made me you have made me,3,Jazz,Soul jazz,,2204,
86,woman,peter and gordon,1966,woman do you love me woman if you need me then believe me i need you to be my woman woman do you love me woman if you need me then believe me i need you to be my woman and should you ask me how im doing what shall i say things are okay but i know that theyre not and i still may have lost you woman do you love me woman if you need me then believe me i need you to be my woman i guess youll take your time and tell me when were alone love will come home i would give up my world if youll say that my girl is my woman ive got plenty of time just to get through it once again youll be mine i still think we can do it and you know how much i love you woman dont forsake me woman if you take me then believe me ill take you to be my woman,3,Jazz,Soul jazz,,2205,
87,you baby,the turtles,1966,the turtles miscellaneous you baby you baby the turtles pf sloan  steve barri intro drum beat followed by 12string guitar b dm e b v v v v v v v v v v 7 777 978998 9   b dm f e b nc v v v v v v v v  454 44664    verse 1 b dm from the time i fall asleep e f til the morning comes i dream about b dm e f you baby b dm and i feel all right e f cause i know tonight ill be with b dm e b you baby dm cm and who makes me feel like smiling e f when the weary day is through chorus b e f e b e f e b you baby noone but you baby nobody but you 2x repeat intro verse 2 they say candy is sweet but it just cant compete with you baby youve got everything i need and nobody can please like you do baby and who believes all my wildest dreams and my craziest schemes will come true repeat chorus bridge rhythm guitar plays muted 18 notes b5b5b6b6 etc b a little ray of sunshine e b a little bit of soul b add just a touch of magic cm dm e f you got the greatest thing since rock n roll repeat chorus 2x end cold,3,Jazz,Soul jazz,,2206,
88,five oclock world,the vogues,1966, up every mornin just to keep a job i gotta fight my way through the hustling mob sounds of the city poundin in my brain while another day goes down the drainbut its a five oclock world when the whistle blows no one owns a piece of my time and theres a five oclock me inside my clothes thinkin that the world looks fine yeahtradin my time for the pay i get livin on money that i aint made yet ive been goin tryin to make my way while i live for the end of the daycuz its a five oclock world when the whistle blows no one owns a piece of my time and theres a longhaired girl who waits i know to ease my troubled mind yeah oh my lady yeah oh my lady yeah in the shelter of her arms everythings ok when she talks then the world goes slippin away and i know the reason i can still go on when every other reason is gone ,1,Jazz,Soul jazz,,2207,
89,black is black,los bravos,1966, black is black i want my baby back its gray its gray since she went away oohooh what can i do cause iiiiim feelin blueif i had my way shed be back today but she dont intend to see me again oohooh what can i do cause iiiiim feelin bluei cant choose its too much to lose my loves too strong wow maybe if she would come back to me then it cant go wrongbad is bad that i feel so sad its time its time that i found peace of mind oohooh what can i do cause iiiiim feelin bluei cant choose its too much to lose my loves too strong wow maybe if she would come back to me then it cant go wrongblack is black i want my baby back its gray its gray since she went away oohooh what can i do cause iiiiim feelin blue cause iiiiim feelin blue ,1,Jazz,Soul jazz,,2208,
90,nowhere man,the beatles,1966,hes a real nowhere man sitting in his nowhere land making all his nowhere plans for nobody doesnt have a point of view knows not where hes going to isnt he a bit like you and me nowhere man please listen you dont know what youre missing nowhere man the world is at your command hes as blind as he can be just sees what he wants to see nowhere man can you see me at all nowhere man dont worry take your time dont hurry leave it all til somebody else lends you a hand doesnt have a point of view knows not where hes going to isnt he a bit like you and me nowhere man please listen you dont know what youre missing nowhere man the world is at your command hes a real nowhere man sitting in his nowhere land making all his nowhere plans for nobody making all his nowhere plans for nobody making all his nowhere plans for nobody,3,Jazz,Soul jazz,,2209,
91,dandy,hermans hermits,1966, dandy dandy where you gonna go now who you gonna run toall your little life youre chasin all the girls they cant resist your smile uhhmm they long fordandy dandy chattin up the ladies ticklin their fancy pourin out your charmsto meet your own demands and you turn it off at will huhoh they long fordandy dandy knockin on the back door climbin through the window hubbys gone awayand while the cats away the mice are gonna play uhhmm you lowdowndandy dandy dandydandy you know youre moving much too fast and dandy you know you cant escape the past look around you and see the people settle downand when youre old and grey you will remember what they said that two girls are too many threes a crowd and four youre deadoh dandy dandy when you gonna give up are you feelin old now you always will be free and you need no sympathya bachelor you will stay and dandy youre all right youre all right youre all right ,1,Jazz,Soul jazz,,2210,
92,baby scratch my back,slim harpo,1966, aww im itchyand i dont know where to scratch come here baby scratch my back i know you can do it so baby get to itawwyoure workin with it now you got me feelin so good just look to the sun now baby ummmmmthis little girl sho knows howd scratch now youre doin the chicken scratch aww its lookin good baby just gettin scratch thats what im talkin bout ,1,Jazz,Soul jazz,,2211,
93,shes just my style,gary lewis  the playboys,1966,NA,NA,Jazz,Soul jazz,,2212,
94,the more i see you,chris montez,1966,the more i see you  the more i want you somehow this feeling just grows and grows with every sigh  i become more mad about you more lost without you and so it goes can you imagine how much i love you the more i see you  as years go by i know the only one for me can only be you my arms wont free you and my heart wont try,3,Jazz,Soul jazz,,2213,
95,i fought the law,bobby fuller four,1966, im breakin rocks in the hot sun i fought the law and the law won i fought the law and the law woni needed money cause i had none i fought the law and the law won i fought the law and the law woni miss my baby and i feel so sad i guess my race is run like shes the best girl i ever had i fought the law and the law won i fought the law and the law wonim robbin people with a sixgun i fought the law and the law won i fought the law and the law woni miss my baby and the good fun i fought the law and the law won i fought the law and the law woni miss my baby and i feel so sad i guess my race is run like shes the best girl i ever had i fought the law and the law won i fought the law and the law won ,1,Jazz,Soul jazz,,2214,
96,yellow submarine,the beatles,1966,in the town where i was born lived a man who sailed to sea and he told us of his life in the land of submarines so we sailed up to the sun till we found the sea of green and we lived beneath the waves in our yellow submarine we all live in a yellow submarine yellow submarine yellow submarine we all live in a yellow submarine yellow submarine yellow submarine and our friends are all on board many more of them live next door and the band begins to play we all live in a yellow submarine yellow submarine yellow submarine we all live in a yellow submarine yellow submarine yellow submarine full speed ahead mr parker full speed ahead full speed over here sir action station action station aye aye sir fire heaven heaven as we live a life of ease a life of ease everyone of us everyone of us has all we need has all we need sky of blue sky of blue and sea of green sea of green in our yellow in our yellow submarine submarine ha ha we all live in a yellow submarine yellow submarine yellow submarine we all live in a yellow submarine yellow submarine yellow submarine we all live in a yellow submarine yellow submarine yellow submarine we all live in a yellow submarine yellow submarine yellow submarine,3,Jazz,Soul jazz,,2215,
97,hungry,paul revere  the raiders,1966,girl you got this need to know what im all about there is something that you dig you cant figure out well you wanna know what moves my soul and what ticks inside of my brain but ive got this need i just cant control and its a drivin me insane i cant take it because im hungry for those good things baby hungry through and through im hungry for that sweet life baby with a real fine girl like you i could almost taste it its sweet as wine theres a custom tailored world that i wanna own someday with a special place up high where we can stay alone you and me girl im gonna have it all someday if youll just hang on to my hand if i break some rules along the way girl you you gotta understand its my way of gettin what i want now cause im hungry yes im hungry for those good things baby hungry through and through well im hungry for that sweet life baby with a real fine girl like you i can almost taste it now oh its sweet as wine aint gonna waste it now when its finally mine gonna live each minute fill the hours and days til ive had my fill girl ill be rollin in it yes yes you know i will yes i will cause im hungry for those good things baby hungry through and through im hungry for that sweet life baby with a real fine girl like you hungry for those good things baby hungry through and through im hungry for that sweet life baby with a real fine girl like you,3,Jazz,Soul jazz,,2216,
98,zorba the greek,herb alpert and the tijuana brass,1966,  ,1,Jazz,Jazz fusion,,2217,
99,shapes of things,the yardbirds,1966,shapes of things before my eyes just teach me to despise will time make men more wise here within my lonely frame my eyes just heard my brain but will it seem the same come tomorrow will i be older come tomorrow may be a soldier come tomorrow may i be bolder than today now the trees are almost green but will they still be seen when time and tide have been fallin into your passing hands please dont destroy these lands dont make them desert sands come tomorrow will i be older come tomorrow may be a soldier come tomorrow may i be bolder than today soon i hope that i will find thoughts deep within my mind that wont displace my kind,3,Jazz,Jazz fusion,,2218,
100,6345789 soulsville usa,wilson pickett,1966,NA,NA,Jazz,Jazz fusion,,2219,
1,to sir with love,lulu,1967, those school girl days of telling tales and biting nails are gone but in my mind i know they will still live on and onbut how do you thank someone who has taken you from crayons to perfume it isnt easy but ill tryif you wanted the sky i would write across the sky in letters that would soar a thousand feet high to sir with lovethe time has come for closing books and long last looks must end and as i leave i know that i am leaving my best frienda friend who taught me right from wrong and weak from strong thats a lot to learn what can i give you in returnif you wanted the moon i would try to make a star but i would rather you let me give my heart to sir with love ,1,Jazz,Jazz fusion,,2220,
2,the letter,the box tops,1967, gimme a ticket for an aeroplane aint got time to take a fast train lonely days are gone im agoin home my baby justa wrote me a letteri dont care how much money i gotta spend got to get back to my baby again lonely days are gone im agoin home my baby justa wrote me a letterwell she wrote me a letter said she couldnt live without me no more listen mister cant you see i got to get back to my baby oncea more anyway yeahgimme a ticket for an aeroplane aint got time to take a fast train lonely days are gone im agoin home my baby justa wrote me a letterwell she wrote me a letter said she couldnt live without me no more listen mister cant you see i got to get back to my baby oncea more anyway yeahgimme a ticket for an aeroplane aint got time to take a fast train lonely days are gone im agoin home my baby justa wrote me a letter my baby justa wrote me a letter ,1,Jazz,Jazz fusion,,2221,
3,ode to billie joe,bobbie gentry,1967, it was the third of june another sleepy dusty delta day i was out choppin cotton and my brother was balin hay and at dinner time we stopped and walked back to the house to eat and mama hollered out the back door yall remember to wipe your feet and then she said i got some news this mornin from choctaw ridge today billy joe macallister jumped off the tallahatchie bridgeand papa said to mama as he passed around the blackeyed peas well billy joe never had a lick of sense pass the biscuits please theres five more acres in the lower forty ive got to plow and mama said it was shame about billy joe anyhow seems like nothin ever comes to no good up on choctaw ridge and now billy joe macallisters jumped off the tallahatchie bridgeand brother said he recollected when he and tom and billie joe put a frog down my back at the carroll county picture show and wasnt i talkin to him after church last sunday night ill have another piecea apple pie you know it dont seem right i saw him at the sawmill yesterday on choctaw ridge and now ya tell me billie joes jumped off the tallahatchie bridgeand mama said to me child whats happened to your appetite ive been cookin all morning and you havent touched a single bite that nice young preacher brother taylor dropped by today said hed be pleased to have dinner on sunday oh by the way he said he saw a girl that looked a lot like you up on choctaw ridge and she and billy joe was throwing somethin off the tallahatchie bridge ,1,Jazz,Jazz fusion,,2222,
4,windy,the association,1967,whos peekin out from under a stairway calling a name thats lighter than air whos bending down to give me a rainbow everyone knows its windy whos tripping down the streets of the city smilin at everybody she sees whos reachin out to capture a moment everyone knows its windy and windy has stormy eyes that flash at the sound of lies and windy has wings to fly above the clouds   above the clouds above the clouds   above the clouds and windy has stormy eyes that flash at the sound of lies and windy has wings to fly above the clouds   above the clouds above the clouds   above the clouds whos tripping down the streets of the city smilin at everybody she sees whos reachin out to capture a moment everyone knows its windy whos tripping down the streets of the city smilin at everybody she sees whos reachin out to capture a moment everyone knows its windy whos tripping down the streets of the city smilin at everybody she sees whos reachin out to capture a moment everyone knows its windy whos tripping down the streets of the city smilin at everybody she sees whos reachin out to capture a moment everyone knows its windy whos tripping down the streets of the city smilin at everybody she sees whos reachin out to capture a moment everyone knows its windy,3,Jazz,Jazz fusion,,2223,
5,im a believer,the monkees,1967,monkees miscellaneous im a believer im a believer       monkees i thought love was only true in fairy tales meant for someone else but not for me ah love was out to get to me thats the way it seems disappointment haunted all my dreams refrain then i saw her face now im a believer not a trace  of doubt in my mind im in love im a believer i couldnt leave her if i try i thought love was more or less a givin thing seemed the more i gave the less i got whats the use in trying all you get is pain when i needed sunshine i got rain refrain ah love was out to get to me now thats the way it semed disappointment haunted all my dreams refrain then i saw her face now im a believer not a trace  of doubt in my mind now im a believer yes im a believer yeah yeah yeah now im a believer ,3,Jazz,Jazz fusion,,2224,
6,light my fire,the doors,1967, ah keep your eyes on the road your hands upon the wheel keep your eyes on the road your hands upon the wheel yeah were going to the roadhouse gonna have a real goodtimeyeah the back of the roadhouse theyve got some bungalows yeah the back of the roadhouse theyve got some bungalowsthey dance for the people who like to go down slowlet it roll baby roll let it roll baby roll let it roll baby roll let it roll all night longdo it robby do ityou gotta roll roll roll you gotta thrill my soul alright roll roll roll rolla thrill my soul yeah rightashen lady ashen lady give up your vows give up your vows save our city save our city ah right nowwell i woke up this morning and i got myself a beer well i woke up this morning and i got myself a beerthe futures uncertain and the end is always nearlet it roll baby roll let it roll baby roll let it roll baby roll let it roll all night long ,1,Jazz,Jazz fusion,,2225,
7,somethin stupid,frank  nancy sinatra,1967,i know i stand in line until you think you have the time to spend an evening with me and if we go someplace to dance i know that theres a chance you wont be leaving with me and afterwards we drop into a quiet little place and have a drink or two and then i go and spoil it all by saying something stupid like i love you i can see it in your eyes that you despise the same old lines you heard the night before and though its just a line to you for me its true and never seemed so right before i practice every day to find some clever lines to say to make the meaning come true but then i think ill wait until the evening gets late and im alone with you the time is right your perfume fills my head the stars get red and oh the nights so blue and then i go and spoil it all by saying something stupid like i love you,3,Jazz,Jazz fusion,,2226,
8,happy together,the turtles,1967,imagine me and you i do i think about you day and night its only right to think about the girl you love and hold her tight so happy together if i should call you up invest a dime and you say you belong to me and ease my mind imagine how the world could be so very fine so happy together i cant see me loving nobody but you for all my life when youre with me baby the skies will be blue for all my life me and you and you and me no matter how they tossed the dice it had to be the only one for me is you and you for me so happy together i cant see me loving nobody but you for all my life when youre with me baby the skies will be blue for all my life me and you and you and me no matter how they tossed the dice it had to be the only one for me is you and you for me so happy together me and you and you and me no matter how they tossed the dice it had to be the only one for me is you and you for me so happy together so happy together how is the weather so happy together were happy together so happy together so happy together so happy together so happy together ,3,Jazz,Jazz fusion,,2227,
9,groovin,the young rascals,1967,groovin on a sunday afternoon really couldnt get away too soon i cant imagine anything thats better the world is ours whenever were together there aint a place id like to be instead of movin down a crowded avenue doin anything we like to do theres always lots of things that we can see we can be anyone we like to be and all those happy people we could meet just groovin on a sunday afternoon really couldnt get away too soon no no no no well keep on spending sunny days this way were gonna talk and laugh our time away i feel it coming closer day by day life would be ecstasy you and me endlessly groovin on a sunday afternoon really couldnt get away to soon no no no no groovin groovin,3,Jazz,Jazz fusion,,2228,
10,cant take my eyes off you,frankie valli,1967, youre just too good to be true i cant take my eyes off you youd be like heaven to touch i wanna hold you so much at long last love has arrived and i thank god im alive youre just too good to be true cant take my eyes off youpardon the way that i stare theres nothing else to compare the sight of you leaves me weak there are no words left to speak but if you feel like i feel please let me know that is real youre just too good to be true i cant take my eyes off youi need you baby and if its quite all right i need you baby and if its quite alright i need you baby to warm the lonely nights i love you baby trust in me when i say its okayoh pretty baby dont bring me down i pray oh pretty baby now that ive found you stay and let me love you baby let me love youyoure just too good to be true i cant take my eyes off you youd be like heaven to touch i wanna hold you so much at long last love has arrived and i thank god im alive youre just too good to be true cant take my eyes off youi need you baby and if its quite all right i need you baby to warm the lonely nights i love you baby now trust in me when i say its okayoh pretty baby dont bring me down i pray oh pretty baby now that ive found you stay and let me love you baby let me love you ,1,Jazz,Jazz fusion,,2229,
11,little bit o soul,the music explosion,1967,now when youre feelin low and the fish wont bite you need a little bit o soul to put you right you gotta make like you wanna kneel and pray and then a little bit o soul will come your way now when your girl is gone and youre broke in two you need a little bit o soul to see you through and when you raise the roof with your rock n roll youll get a lot more kicks with a little bit o soul and when your party falls cause aint nobody groovin a little bit of soul and it really starts movin yeah and when youre in a mess and you feel like cryin just remember this little song of mine and as you go through life tryin to reach your goal just remember what i said about a little bit o soul a little bit o soul yeah a little bit o soul,3,Jazz,Jazz fusion,,2230,
12,i think were alone now,tommy james and the shondells,1967,hey tom were in the limo were ready to go you ready man ah yeah ill be right with you rock listen why dont you come along with us ahh i dont know come on well have a great time well okay if you really want me to wow hey guys hey fred why dont you turn on the radio okay man and now headline news at the top of the hour flooding in south america earthquakes in asia as you n peace keepers march into the middle east in local news mayor shh shh listen,5,Jazz,Jazz fusion,,2231,
13,respect,aretha franklin,1967, what you want ho baby i got it what you need ho you know i got it ho all im asking ho is for a little respect when you come home just a little bit hey baby just little bit when you get home just a little bit mister just a little biti aint gonna do you wrong while youre gone i aint gonna do you wrong cause i dont wanna all im asking is for a little respect when you come home just a little bit baby just a little bit when you get home just a little bit yeah just a little bitim about to give you all my money and all im asking in return honey is to give me my prospers when you get home just a just a just a just a yeah baby when you get home just a little bit yeah just a little bitho your kisses ho sweeter than honey ho and guess what ho so is my money ho all i want you to do for me is give it to me when you get home re re re re re respect yeah baby whip it to me just a little bit when you get home now just a little bitrespect find out what it means to me respect take care tcb oh sock it to mea little respect oh yeah just a little bit a little respect just a little bit i get tired just a little bit keep on tryin just a little bit youre runnin out of fools just a little bit and i aint lyin just a little bit re re re re spect when you come home re re re re or you might walk in respect just a little bit and find out im gone just a little bit i got to have just a little bit ,1,Jazz,Jazz fusion,,2232,
14,i was made to love her,stevie wonder,1967, i was born in lil rock had a childhood sweetheart we were always hand in hand i wore hightop shoes and shirt tails suzy was in pig tails i know i loved her even then you know my papa disapproved it my mama boohooed it but i told them time and time again dont you know i was made to love her built a world all around her yeah hey hey hey shes been my inspiration showed appreciation for the love i gave her through the years like a sweet magnolia tree my love blossomed tenderly my life grew sweeter through the years i know that my baby love me my baby needs me thats why we made it through the years i was made to love her worship and adore her hey hey hey all through thick and thin our love just wont end cause i love my baby love my baby ah my baby loves me my baby needs me and i know i aint going nowhere i was knee high to a chicken and that love bug bit me i had the fever with each passing year oh even if the mountain tumbles if this whole world crumbles by her side ill still be standing there cause i was made to love her i was made to live for her yeah hey hey hey ah i was made to love her built my world all around her hey hey hey oo baby i was made to please her you know stevie aint gonna leave her no hey hey hey ,1,Jazz,Jazz fusion,,2233,
15,come back when you grow up,bobby vee,1967, come back when you grow up girl youre still livin in a paperdoll world livin aint easy lovins twice as tough so come back baby when you grow upyou look real good like a woman now your mind hasnt gotten the message somehow so if you cant take it and the goin gets rough come back baby when you grow upi want you girl but your wideeyed innocence has really messed up my mind yeah id rather you get your very first heartbreak somewhere else along the linecome back when you grow up girl youre still livin in a paperdoll world some day be a woman ready to love come back baby when you grow upcome back when you grow up girl youre still livin in a paperdoll world livin aint easy lovins twice as tough so come back baby when you grow upcome back when you grow up girl youve still got a lotta time left in the world youll some day be a woman ready to love come back baby when you grow upcome back when you grow up girl youre still livin in a paperdoll world livin aint easy lovins twice as tough so come back baby when you grow upcome back when you grow up girl youre still livin in a paperdoll world livin aint easy lovins twice as tough so come back baby when you grow up ,1,Jazz,Jazz fusion,,2234,
